name,skills,project_count,internship,communication,branch,cgpa,certificates,backlogs,marks_10,marks_12,interest_domain,placed
Aarav Gupta,"Cisco, Networking, Network Security",4,Yes,3,Mechanical,6.81,Google IT Support Certificate,No,70.92,73.19,Networking,1
Ananya Patel,"IT Support, Docker, Networking",1,No,2,ECE,7.29,Data Science Professional Certificate,No,79.7,80.44,Information Technology (IT) Support,1
Kabir Garg,"Embedded Systems, AWS, Python",1,Yes,5,Electrical,7.16,Data Science Professional Certificate,No,81.15,68.6,Robotics,1
Kavya Jain,"Big Data, Docker",0,Yes,3,Electrical,8.46,Data Science Professional Certificate,No,83.33,90.02,Big Data Analytics,1
Aarav Chopra,"Deep Learning, Hadoop, Big Data, Spark",1,Yes,3,CSE,6.26,Deep Learning Specialization,No,80.68,64.26,Big Data Analytics,1
Karan Verma,"SEO, Digital Marketing",4,Yes,2,Other,7.29,"AWS Cloud Practitioner, Android Certification, fast.ai course",No,84.27,79.39,Digital Marketing,1
Isha Mehta,"Embedded Systems, ETL, Android Development",3,No,2,ECE,6.92,Python for Everybody,No,84.56,76.93,DevOps,0
Leena Rao,iOS Development,0,No,3,ECE,7.13,Java Programming Masterclass,No,86.14,66.82,DevOps,1
Aditya Khan,Arduino,1,Yes,5,Electrical,5.3,Deep Learning Specialization,Yes,80.99,60.78,Big Data Analytics,0
Tara Rao,"Figma, Linux, Docker, Kubernetes, C++",1,No,3,IT,5.11,Deep Learning Specialization,Yes,73.43,67.99,Cloud Computing,1
Tara Nair,"Hardware, Networking",1,No,3,Electrical,6.96,Power BI Certification,No,76.97,72.59,Information Technology (IT) Support,1
Aditya Nair,React,1,No,2,ECE,6.09,"Tableau Certification, NPTEL DBMS, Kaggle Micro-Course",Yes,74.98,70.21,Business Intelligence,0
Manish Patel,,2,No,2,Mechanical,7.26,Udemy Full Stack,No,76.97,75.8,Automation,1
Simran Kapoor,Unity,2,No,4,IT,5.59,TensorFlow Specialization,No,78.72,56.57,Big Data Analytics,0
Karan Garg,"SQL, Power BI",3,No,3,Civil,4.49,AWS Certified Solutions Architect,Yes,86.84,57.3,Database Management,0
Aditya Saxena,"Selenium, SEO, Digital Marketing",2,No,2,IT,8.66,Google IT Support Certificate,Yes,93.02,82.69,Digital Marketing,0
Tanvi Bhatt,"Agile, Embedded Systems",1,Yes,1,CSE,7.69,CS50 Introduction to CS,Yes,72.07,87.26,Project Management,1
Vihaan Garg,CSS,0,No,2,ECE,5.14,freeCodeCamp Certificate,Yes,90.59,62.18,Database Management,0
Ishaan Shah,SEO,0,No,2,Civil,5.35,UI/UX Design Certificate,Yes,70.28,61.07,Digital Marketing,0
Tara Shah,Arduino,0,No,2,CSE,7.42,Java Programming Masterclass,No,76.92,82.04,Electronics Design,0
Karan Kapoor,"UI/UX Design, Figma, Docker",1,Yes,4,IT,7.59,Coursera ML,No,85.27,83.1,UI/UX Design,1
Ananya Jain,"Automation, Selenium",1,Yes,3,ECE,7.23,"Kaggle Micro-Course, Cisco CCNA",No,82.64,74.52,Software Testing,1
Manish Joshi,"UI/UX Design, Figma, Swift",3,No,4,ECE,5.86,Udemy Full Stack,Yes,77.76,59.0,UI/UX Design,1
Prachi Jain,"Agile, React, Project Management",3,No,5,ECE,6.01,CS50 Introduction to CS,No,79.65,62.54,Project Management,0
Tanvi Khan,"Unity, Power BI, SEO",1,No,2,IT,6.84,AWS Certified Solutions Architect,No,74.19,72.59,Automation,0
Prachi Kapoor,"Automation, Machine Learning",1,No,1,Other,8.08,AWS Certified Solutions Architect,No,80.72,79.57,Augmented Reality (AR) / Virtual Reality (VR),1
Simran Verma,"SQL, Data Analysis, Python, Machine Learning",1,Yes,2,Civil,7.81,CS50 Introduction to CS,No,88.14,80.24,Data Science,1
Karan Gupta,Spark,0,No,2,Electrical,6.89,PMP Certification,No,79.19,73.9,Big Data Analytics,0
Manish Gupta,Database Design,0,No,5,CSE,6.63,CS50 Certificate,No,88.68,81.15,Database Management,1
Tanvi Kumar,"Node.js, Embedded Systems, Cyber Security, Kubernetes",2,No,4,Other,6.83,Data Science Professional Certificate,No,72.89,75.41,Embedded Systems,0
Manish Iyer,"Deep Learning, Python",2,Yes,3,Civil,7.23,TensorFlow Specialization,No,72.32,65.58,Artificial Intelligence,0
Aditya Bhatt,"Cisco, Networking, Network Security",0,No,3,CSE,6.43,UI/UX Design Certificate,No,83.94,69.43,Networking,0
Simran Kumar,"Hadoop, Arduino",2,Yes,4,Mechanical,6.58,"Coursera Python, IBM Data Science Professional Certificate, Azure Fundamentals",No,82.29,74.81,Big Data Analytics,0
Maya Das,"Data Analysis, Android Development",1,Yes,4,ECE,8.65,Google IT Support Certificate,No,83.81,85.53,Data Science,1
Vedant Chopra,"React, CSS, HTML, Blockchain",2,Yes,4,Civil,9.26,Certified Ethical Hacker,No,82.3,92.18,Web Development,1
Maya Bhat,VHDL,1,No,2,Other,5.99,Python for Everybody,Yes,71.69,72.73,Game Development,0
Aarav Bhat,"CI/CD, JavaScript",1,No,3,CSE,8.47,"freeCodeCamp Certificate, Azure Fundamentals",No,90.53,88.27,Hardware Design,1
Kavya Kumar,,1,Yes,1,CSE,6.54,Java Programming Masterclass,No,80.77,74.46,Mobile Application Development,0
Manish Singh,Hadoop,2,No,2,CSE,8.39,Data Science Professional Certificate,No,74.64,87.65,Big Data Analytics,0
Ishaan Joshi,Power BI,2,No,2,Mechanical,5.25,Deep Learning Specialization,Yes,78.7,73.61,Electronics Design,0
Sneha Saxena,Deep Learning,4,No,5,IT,6.72,TensorFlow Specialization,No,80.73,71.68,Artificial Intelligence,1
Kabir Roy,"HTML, SEO",0,No,4,Other,6.82,Azure Fundamentals,No,63.21,70.52,Digital Marketing,0
Sakshi Kapoor,Selenium,1,No,4,Civil,6.76,AWS Certified Solutions Architect,No,90.27,71.79,Natural Language Processing (NLP),1
Karan Garg,"CI/CD, Docker, Android Development",1,No,3,Civil,8.18,Deep Learning Specialization,No,85.86,87.96,DevOps,1
Riya Jain,"Embedded Systems, Control Systems, Python",2,No,4,Civil,5.66,CS50 Introduction to CS,Yes,77.75,66.18,Robotics,0
Ananya Rao,"Linux, Kubernetes",1,Yes,4,Electrical,4.72,Data Science Professional Certificate,Yes,75.76,53.59,Cloud Computing,0
Simran Nair,"Cloud Computing, Docker",5,Yes,1,Other,5.84,Certified Ethical Hacker,No,87.54,60.93,Cloud Computing,0
Maya Kapoor,"C/C++, PyTorch",0,No,4,ECE,4.97,Deep Learning Specialization,No,86.15,57.27,Internet of Things (IoT),1
Riya Gupta,"TensorFlow, Docker, JavaScript",2,No,3,Mechanical,7.68,Python for Everybody,No,76.6,84.24,DevOps,0
Tanvi Patel,"Hadoop, Spark, PyTorch, Networking",2,Yes,3,IT,7.21,Python for Everybody,No,83.26,73.19,Big Data Analytics,1
Aditya Gupta,"Kotlin, PyTorch, Python, Deep Learning, Computer Vision",5,No,2,Mechanical,5.69,Kaggle Micro-Course,No,69.48,60.02,Artificial Intelligence,0
Rohit Garg,"Kubernetes, Hadoop, Hardware, Networking",1,Yes,3,CSE,8.59,IBM Data Science Professional Certificate,No,86.43,84.24,Information Technology (IT) Support,0
Leena Malhotra,Docker,1,Yes,3,Mechanical,7.15,Google UX Design,Yes,84.51,71.74,Electronics Design,0
Tanvi Gupta,JavaScript,1,No,3,ECE,6.92,fast.ai course,No,70.37,80.4,Big Data Analytics,1
Ishaan Singh,Cyber Security,2,No,4,Other,6.78,fast.ai course,No,76.02,63.09,Cyber Security,1
Neha Chopra,Node.js,1,Yes,2,Civil,6.22,"NPTEL DBMS, Coursera ML, Android Certification",No,93.12,72.34,Augmented Reality (AR) / Virtual Reality (VR),1
Leena Bhat,"Hadoop, Android Development",1,No,2,Other,6.51,Google IT Support Certificate,No,72.0,76.59,Electronics Design,1
Vihaan Patel,Cryptography,0,No,3,Mechanical,6.85,Python for Everybody,No,79.18,82.16,Blockchain Technology,0
Rahul Saxena,Linux,0,No,3,IT,10.0,"CS50 Certificate, Coursera ML",No,68.07,95.15,Cyber Security,0
Manish Saxena,"C/C++, Python",2,No,3,Electrical,6.87,CS50 Introduction to CS,No,86.21,73.31,Internet of Things (IoT),1
Prachi Bhatt,"Docker, Cyber Security, Networking, Azure",3,Yes,3,Other,6.45,Certified Ethical Hacker,No,87.96,77.21,Cyber Security,1
Arjun Mehta,"Hadoop, Big Data, Spark",2,No,2,CSE,5.26,"PMP basics, Coursera ML",Yes,79.92,62.69,Big Data Analytics,0
Neha Gupta,Big Data,0,No,2,Other,6.79,"Udemy Full Stack, Power BI Certification, Kaggle Micro-Course",No,77.41,81.3,Big Data Analytics,1
Pooja Jain,"C/C++, Python",2,Yes,2,Civil,6.78,Android Certification,No,88.84,78.67,Internet of Things (IoT),1
Arjun Nair,UI/UX Design,1,No,1,IT,6.7,PMP Certification,No,84.86,76.7,UI/UX Design,1
Leena Malhotra,"Cisco, Networking, Network Security",0,No,4,ECE,7.47,"NPTEL DBMS, CS50 Certificate, Azure Fundamentals",No,78.12,75.32,Networking,1
Sneha Kapoor,Kubernetes,1,No,4,Mechanical,5.8,Python for Everybody,Yes,92.44,63.42,Game Development,0
Pooja Jain,"C/C++, Tableau",2,Yes,3,Electrical,6.37,Deep Learning Specialization,No,78.6,70.43,Embedded Systems,1
Aarav Roy,Transformers,1,Yes,4,IT,5.78,"freeCodeCamp Certificate, Android Certification",Yes,78.89,69.64,Natural Language Processing (NLP),0
Vihaan Rao,"C++, Data Structures",0,Yes,4,Electrical,7.14,AWS Certified Solutions Architect,No,82.26,74.9,Software Development,0
Prachi Kumar,"Agile, Project Management, Azure",4,Yes,3,IT,7.1,Certified Ethical Hacker,No,88.48,70.69,Project Management,1
Riya Chopra,C++,1,No,5,Other,7.0,"Udemy Full Stack, TensorFlow Specialization, Cisco CCNA",No,86.9,72.48,Mobile Application Development,0
Pooja Iyer,"Agile, Automation, SEO, Solidity",1,No,3,ECE,6.0,UI/UX Design Certificate,No,71.08,67.56,Project Management,1
Neha Malhotra,"Machine Learning, Kotlin, Python, Solidity",0,No,4,CSE,6.0,"Google IT Support, Android Certification, fast.ai course",No,79.18,64.99,Internet of Things (IoT),0
Leena Chopra,"TensorFlow, VHDL",1,Yes,1,Civil,6.52,CS50 Certificate,No,74.72,76.04,Electronics Design,1
Leena Garg,Docker,1,Yes,2,Other,6.57,"NPTEL DBMS, Cisco CCNA, PMP basics",No,79.56,74.09,DevOps,0
Aarav Jain,"IT Support, Figma, Networking",2,No,1,Civil,7.04,Google IT Support Certificate,No,82.05,74.97,Information Technology (IT) Support,0
Leena Desai,Azure,1,No,4,Mechanical,5.55,Java Programming Masterclass,Yes,81.51,65.7,Internet of Things (IoT),0
Neha Gupta,Power BI,0,No,2,ECE,6.85,UI/UX Design Certificate,No,74.52,74.76,Augmented Reality (AR) / Virtual Reality (VR),0
Arjun Mehta,"CI/CD, Docker, Kubernetes, PyTorch",2,No,3,IT,8.44,Cisco CCNA,No,84.82,94.05,DevOps,1
Rohit Iyer,"Big Data, Android Development",2,Yes,2,IT,8.21,"fast.ai course, Google IT Support",No,88.55,82.31,Data Engineering,1
Maya Pandey,Swift,2,Yes,1,Electrical,8.08,Coursera ML,No,87.23,77.86,Business Intelligence,0
Pooja Rao,"Linux, Networking",2,Yes,4,Mechanical,8.91,UI/UX Design Certificate,No,85.1,82.78,Cloud Computing,1
Prachi Nair,SQL,2,No,4,IT,7.19,Certified Ethical Hacker,No,90.2,75.65,Database Management,0
Sakshi Iyer,"Automation, Azure",1,Yes,1,Mechanical,8.54,Certified Ethical Hacker,No,83.14,70.23,Automation,1
Aarav Gupta,"Embedded Systems, Tableau",0,No,4,Civil,6.75,Udemy Full Stack,No,76.35,66.97,Internet of Things (IoT),0
Kabir Gupta,"Automation, Software Testing",1,No,3,CSE,7.51,Java Programming Masterclass,No,76.79,77.2,Software Testing,1
Vihaan Nair,"Embedded Systems, C/C++, Python",1,Yes,3,Electrical,6.75,fast.ai course,No,77.32,76.45,Internet of Things (IoT),0
Kabir Chopra,C/C++,2,Yes,3,CSE,7.0,Deep Learning Specialization,No,82.91,76.27,Embedded Systems,0
Vihaan Chopra,"React, Networking, Machine Learning, JavaScript, OpenCV, HTML",1,No,4,ECE,5.67,Deep Learning Specialization,Yes,74.55,70.83,Web Development,0
Isha Gupta,"Deep Learning, Computer Vision, Python, Machine Learning",4,No,3,ECE,7.08,freeCodeCamp Certificate,No,72.08,75.62,Artificial Intelligence,1
Simran Kapoor,Cisco,2,Yes,4,CSE,6.5,Data Science Professional Certificate,No,68.86,66.01,Networking,1
Pooja Singh,"Deep Learning, Python",3,Yes,2,Mechanical,7.58,CS50 Introduction to CS,No,91.95,67.73,Machine Learning,0
Tanvi Pandey,"UI/UX Design, HTML, Selenium, ETL",2,Yes,4,IT,6.79,CS50 Certificate,No,82.85,75.65,UI/UX Design,1
Sakshi Pandey,"NLP, Automation, Python",2,Yes,2,Other,7.07,Deep Learning Specialization,No,82.64,64.64,Natural Language Processing (NLP),0
Vihaan Singh,"SQL, Docker, Data Analysis, Machine Learning",2,No,4,Civil,8.05,IBM Data Science Professional Certificate,No,78.25,78.59,Data Science,0
Arjun Singh,"Hardware, Deep Learning, IT Support, Networking",0,Yes,3,Other,7.66,Google IT Support,No,74.32,83.52,Information Technology (IT) Support,0
Leena Pandey,Java,0,No,3,Mechanical,6.9,"Android Certification, Azure Fundamentals",No,90.93,70.72,Automation,1
Maya Pandey,"Selenium, Software Testing, Blockchain",2,Yes,5,IT,7.74,IBM Data Science Professional Certificate,No,92.15,82.47,Software Testing,1
Rahul Garg,"Solidity, Swift",1,No,3,CSE,7.77,"Cisco CCNA, IBM Data Science Professional Certificate, CS50 Certificate",No,82.32,78.21,Blockchain Technology,1
Vihaan Rao,"CI/CD, Tableau, TensorFlow, Figma",4,No,5,CSE,7.54,UI/UX Design Certificate,No,72.07,67.61,UI/UX Design,0
Arjun Iyer,"Hadoop, Big Data, Solidity",2,No,3,ECE,6.15,Azure Fundamentals,No,73.46,74.51,Big Data Analytics,0
Ishaan Malhotra,C++,0,No,3,Mechanical,5.21,UI/UX Design Certificate,No,73.21,55.63,Electronics Design,0
Ananya Nair,Machine Learning,0,No,3,IT,6.12,Google IT Support Certificate,No,69.8,69.6,Artificial Intelligence,1
Tanvi Garg,React,0,No,5,CSE,6.63,CS50 Introduction to CS,No,89.26,73.5,Cyber Security,0
Tara Roy,Networking,0,Yes,3,Electrical,7.6,Certified Ethical Hacker,No,99.0,78.5,Hardware Design,0
Sneha Saxena,Hardware,1,No,3,Other,6.22,"Google IT Support, TensorFlow Specialization, NPTEL DBMS",Yes,84.1,58.64,Information Technology (IT) Support,0
Neha Gupta,"SQL, SEO, Digital Marketing",2,Yes,3,Electrical,7.9,Java Programming Masterclass,No,82.98,83.18,Digital Marketing,1
Ananya Bhat,"C++, Java, Python",0,No,5,Civil,6.56,Android Certification,No,76.29,67.94,Software Development,0
Kabir Singh,"SQL, Database Design",1,Yes,3,Other,9.45,AWS Cloud Practitioner,No,69.3,88.09,Database Management,1
Maya Verma,Swift,2,No,3,Civil,6.16,Google IT Support Certificate,No,81.42,62.54,Automation,0
Ishaan Sharma,C++,3,No,2,CSE,7.49,Data Science Professional Certificate,No,80.02,84.45,Business Intelligence,0
Kavya Gupta,Azure,1,No,5,Civil,7.78,AWS Certified Solutions Architect,No,75.76,76.32,Automation,0
Pooja Jain,"React, CSS",1,Yes,2,Electrical,7.85,AWS Certified Solutions Architect,No,71.03,71.31,Web Development,0
Manish Shah,"JavaScript, Deep Learning, Hadoop, HTML",0,Yes,4,Electrical,7.54,Data Science Professional Certificate,No,73.4,83.54,Computer Vision,1
Tara Patel,"Android Development, Java, Python, Data Structures, C++",0,No,2,IT,9.23,Certified Ethical Hacker,No,93.45,82.93,Software Development,0
Ishaan Garg,Data Analysis,3,No,3,Other,7.98,PMP Certification,No,84.78,70.98,Electronics Design,0
Maya Mehta,"Deep Learning, iOS Development, Computer Vision, Tableau",1,No,3,Other,8.01,Google UX Design,Yes,80.21,76.39,Computer Vision,1
Pooja Roy,"Unity, Linux, Docker, Kubernetes, Cloud Computing",3,No,3,IT,5.63,UI/UX Design Certificate,Yes,84.26,56.39,Cloud Computing,0
Riya Iyer,Kubernetes,0,No,4,Other,10.0,Python for Everybody,No,80.34,99.0,DevOps,1
Sneha Iyer,"Power BI, SQL, CSS",0,No,2,Mechanical,6.3,Google IT Support Certificate,No,90.5,72.74,Web Development,1
Ananya Khan,Networking,1,Yes,4,Electrical,8.01,AWS Certified Solutions Architect,No,75.68,85.86,Game Development,0
Isha Bhatt,Automation,2,No,3,Mechanical,6.52,Azure Fundamentals,No,77.23,69.29,Software Testing,1
Vedant Jain,"JavaScript, OpenCV, React, HTML",1,No,4,CSE,4.94,Java Programming Masterclass,Yes,88.52,75.23,Web Development,1
Aditya Patel,"Android Development, Swift",3,No,2,ECE,6.71,Android Certification,No,77.22,72.47,Mobile Application Development,0
Aarav Shah,Swift,0,Yes,1,Mechanical,8.2,CS50 Certificate,Yes,87.26,75.7,Game Development,0
Pooja Das,"Embedded Systems, iOS Development, C/C++, Python",0,No,3,Civil,6.51,Cisco CCNA,No,83.22,72.31,Internet of Things (IoT),0
Simran Saxena,"Hadoop, Big Data, HTML, Spark",1,Yes,4,Electrical,7.98,Udemy Full Stack,No,69.99,90.95,Big Data Analytics,1
Arjun Rao,"Hardware, IT Support, Networking, Machine Learning",2,Yes,4,Other,7.39,Data Science Professional Certificate,No,86.07,72.81,Information Technology (IT) Support,0
Rahul Sharma,"CI/CD, Linux",3,Yes,4,Mechanical,5.98,Power BI Certification,Yes,75.09,62.09,Automation,1
Prachi Gupta,"Embedded Systems, C/C++",2,No,2,Other,6.92,Data Science Professional Certificate,Yes,82.39,69.65,Internet of Things (IoT),0
Riya Iyer,"CI/CD, Kubernetes",0,No,1,CSE,6.65,IBM Data Science Professional Certificate,No,90.88,75.3,DevOps,0
Isha Mehta,"CI/CD, Selenium, Kubernetes, VHDL",2,Yes,4,CSE,6.99,TensorFlow Specialization,No,93.94,82.65,DevOps,0
Aarav Roy,SQL,0,No,3,Civil,9.59,Power BI Certification,No,86.7,99.0,Data Engineering,1
Tanvi Mehta,"Agile, Project Management",1,No,4,Civil,5.31,UI/UX Design Certificate,No,80.49,59.38,Project Management,1
Sakshi Bhat,"iOS Development, Big Data, ETL",2,Yes,3,Other,6.02,Python for Everybody,No,85.66,69.17,Data Engineering,0
Aarav Sharma,"Hardware, Networking",1,No,4,Mechanical,6.57,IBM Data Science Professional Certificate,No,89.31,81.03,Information Technology (IT) Support,0
Aarav Verma,iOS Development,1,No,3,Mechanical,6.24,Data Science Professional Certificate,No,86.3,70.96,Automation,0
Arjun Gupta,"Hadoop, SQL, HTML, Networking",1,No,3,Electrical,7.25,UI/UX Design Certificate,No,69.5,80.48,UI/UX Design,0
Ishaan Singh,Deep Learning,0,No,3,CSE,8.28,Google UX Design,No,70.34,77.36,Digital Marketing,0
Karan Patel,"Selenium, Software Testing, ETL",0,No,3,CSE,8.6,Python for Everybody,No,76.08,86.15,Software Testing,0
Rohit Garg,,2,Yes,5,ECE,8.55,PMP Certification,No,87.62,85.08,Game Development,1
Kavya Shah,CI/CD,3,Yes,3,ECE,8.0,PMP Certification,No,83.46,81.22,Game Development,0
Leena Roy,VHDL,2,No,2,Other,7.78,Java Programming Masterclass,No,84.66,84.53,Augmented Reality (AR) / Virtual Reality (VR),1
Ananya Malhotra,"React, iOS Development",0,No,4,Civil,7.82,Java Programming Masterclass,No,99.0,76.48,Web Development,0
Maya Kumar,CSS,1,No,4,Other,6.35,Power BI Certification,No,89.65,60.57,Automation,0
Manish Roy,HTML,1,Yes,2,Other,5.55,Java Programming Masterclass,No,81.02,60.6,Automation,1
Tara Das,OpenCV,1,No,3,Other,7.59,PMP Certification,No,83.74,71.93,Computer Vision,0
Arjun Bhatt,NLP,1,No,1,Mechanical,8.16,Data Science Professional Certificate,No,83.2,87.89,Business Intelligence,1
Leena Das,"Angular, NLP, SEO",2,No,2,IT,6.15,Google IT Support Certificate,No,78.08,75.32,Digital Marketing,1
Neha Chopra,"CI/CD, Embedded Systems, Python, Tableau",2,Yes,3,Electrical,6.94,"AWS Cloud Practitioner, Coursera ML, Udemy Full Stack",Yes,81.18,64.47,Internet of Things (IoT),1
Kavya Nair,"Cisco, Java, Networking",2,Yes,4,Civil,6.62,"PMP basics, Coursera Python",No,86.13,79.53,Networking,0
Ananya Pandey,"Agile, Docker, Project Management, Swift",2,Yes,4,Electrical,8.6,AWS Cloud Practitioner,No,83.23,94.53,Project Management,1
Sneha Rao,"CSS, Selenium",2,Yes,4,Civil,6.16,"Tableau Certification, Google IT Support, freeCodeCamp Certificate",No,81.99,74.72,Electronics Design,1
Manish Jain,Python,1,Yes,3,Mechanical,5.28,Power BI Certification,Yes,88.91,59.93,Electronics Design,0
Vedant Kapoor,Deep Learning,4,No,4,Electrical,8.07,Data Science Professional Certificate,No,84.76,77.61,Computer Vision,0
Vedant Pandey,Cyber Security,1,Yes,5,ECE,6.81,Java Programming Masterclass,No,74.11,83.95,Embedded Systems,0
Simran Saxena,,1,No,3,ECE,7.56,CS50 Introduction to CS,No,84.67,80.75,Electronics Design,0
Neha Patel,"Java, Python, Data Structures, ETL, Kubernetes, C++, Cyber Security",1,Yes,5,Civil,7.16,Kaggle Micro-Course,No,78.43,74.97,Software Development,0
Leena Saxena,"Embedded Systems, Java, Data Analysis, Solidity",2,Yes,4,CSE,7.74,CS50 Introduction to CS,No,80.68,88.29,Embedded Systems,1
Karan Joshi,"SQL, Machine Learning",1,Yes,3,CSE,7.13,Certified Ethical Hacker,No,79.51,74.46,Database Management,1
Sakshi Shah,"Python, Machine Learning",0,Yes,3,Mechanical,8.32,CS50 Certificate,No,79.45,76.54,Machine Learning,1
Pooja Chopra,"SQL, Machine Learning, Embedded Systems, Data Analysis, Unity, Python",0,Yes,1,Mechanical,8.19,Java Programming Masterclass,No,79.49,86.57,Data Science,1
Tanvi Chopra,"HTML, Python",0,Yes,3,Electrical,5.24,Deep Learning Specialization,Yes,79.11,59.6,Artificial Intelligence,0
Pooja Shah,"Deep Learning, Big Data, AWS, ETL",1,No,4,IT,6.53,Deep Learning Specialization,No,74.43,70.29,Data Engineering,0
Tanvi Gupta,"C++, iOS Development",1,No,2,Other,7.43,AWS Certified Solutions Architect,No,92.5,81.14,Hardware Design,1
Arjun Jain,SQL,1,No,5,Electrical,5.95,"IBM Data Science Professional Certificate, fast.ai course, Tableau Certification",No,83.77,63.15,Game Development,0
Prachi Kapoor,,1,Yes,2,IT,6.2,IBM Data Science Professional Certificate,No,80.6,72.27,Augmented Reality (AR) / Virtual Reality (VR),0
Riya Desai,"JavaScript, Python, VHDL",1,Yes,3,Mechanical,8.43,NPTEL DBMS,No,82.14,90.86,Robotics,1
Maya Joshi,"Cryptography, Blockchain",0,No,3,IT,5.78,freeCodeCamp Certificate,No,83.65,72.24,Blockchain Technology,0
Neha Kapoor,"C++, Data Structures",1,No,4,IT,4.89,Certified Ethical Hacker,No,71.7,49.08,Software Development,0
Vihaan Singh,"Automation, Selenium",1,No,3,Other,7.78,Python for Everybody,No,83.56,81.94,Networking,0
Kavya Shah,"Cisco, Java, Networking, Network Security",0,No,4,Electrical,8.0,NPTEL DBMS,No,82.0,76.98,Networking,0
Manish Verma,"Cloud Computing, Linux, Kubernetes",2,No,3,CSE,4.79,Coursera ML,No,87.27,60.68,Cloud Computing,0
Leena Malhotra,"Agile, Project Management",2,Yes,2,Civil,7.03,"Coursera Python, Azure Fundamentals",No,83.98,77.37,Project Management,1
Kabir Verma,"Cisco, Networking, Network Security",1,No,4,IT,8.4,CS50 Certificate,No,73.51,82.34,Networking,1
Vedant Khan,"Python, Kotlin",1,Yes,3,Other,6.98,"Coursera ML, Certified Ethical Hacker",No,87.54,71.6,Robotics,1
Riya Verma,"Spark, Docker, ETL",1,No,2,CSE,6.02,Python for Everybody,No,82.77,55.88,Cloud Computing,1
Kabir Shah,"Node.js, Deep Learning, Data Analysis, Machine Learning",1,No,2,CSE,6.51,Udemy Full Stack,No,72.69,66.63,Machine Learning,0
Rahul Kumar,Arduino,4,Yes,5,Mechanical,7.2,Android Certification,No,84.73,73.57,Automation,0
Pooja Jain,"Embedded Systems, C/C++, Kubernetes",3,No,2,CSE,6.69,Google IT Support Certificate,No,77.41,71.76,Embedded Systems,1
Aditya Gupta,VHDL,0,No,3,CSE,8.27,Python for Everybody,No,82.41,82.41,Augmented Reality (AR) / Virtual Reality (VR),1
Rohit Kapoor,"Embedded Systems, C/C++, Python",2,No,5,Mechanical,7.52,Certified Ethical Hacker,No,81.24,80.13,Internet of Things (IoT),1
Karan Nair,"JavaScript, Tableau, CSS, HTML",2,Yes,4,ECE,8.89,Google IT Support,No,85.19,85.94,Web Development,1
Ishaan Kapoor,Database Design,1,Yes,3,Civil,6.67,Google IT Support,No,81.89,71.62,Database Management,0
Kavya Khan,"JavaScript, React",0,No,4,Mechanical,9.63,Data Science Professional Certificate,No,76.76,99.0,Web Development,1
Aarav Rao,Agile,3,No,3,IT,8.96,Azure Fundamentals,No,74.74,92.5,Project Management,0
Neha Kumar,Selenium,0,Yes,4,Civil,7.92,Power BI Certification,No,96.63,80.83,Business Intelligence,1
Tara Joshi,Automation,0,No,3,Other,8.47,Google IT Support Certificate,No,79.71,93.96,Automation,1
Simran Saxena,"C++, Selenium",1,Yes,4,Electrical,4.45,Udemy Full Stack,Yes,73.73,60.63,Software Development,0
Karan Singh,"C++, Java, Python",2,Yes,3,CSE,6.76,"Udemy Full Stack, AWS Cloud Practitioner",No,80.52,76.46,Software Development,1
Tara Khan,"JavaScript, Linux, Python",4,No,5,Civil,5.13,CS50 Introduction to CS,No,88.75,60.44,Cloud Computing,1
Aarav Verma,Python,0,No,5,IT,8.09,Coursera ML,No,82.04,78.84,Natural Language Processing (NLP),0
Vihaan Roy,Arduino,1,Yes,2,CSE,6.06,Java Programming Masterclass,No,86.28,64.79,Software Testing,1
Simran Khan,"Deep Learning, Docker, Kubernetes",1,No,4,ECE,5.19,Google IT Support Certificate,Yes,90.21,63.67,DevOps,1
Simran Desai,"Computer Vision, SEO, AWS, Python",1,No,3,CSE,7.75,freeCodeCamp Certificate,No,71.15,75.11,Artificial Intelligence,1
Vedant Shah,"HTML, Embedded Systems, Control Systems, Python",0,No,2,Mechanical,7.05,Power BI Certification,No,81.8,65.71,Robotics,1
Rahul Kumar,SEO,1,Yes,4,IT,6.43,"Azure Fundamentals, TensorFlow Specialization",No,72.75,61.78,Digital Marketing,1
Sakshi Rao,"SQL, Digital Marketing",2,Yes,4,CSE,7.04,"Coursera ML, NPTEL DBMS, Udemy Full Stack",No,89.15,78.18,Digital Marketing,1
Karan Iyer,"CI/CD, Docker, Kubernetes",0,Yes,4,Civil,6.8,Certified Ethical Hacker,No,85.48,76.78,DevOps,0
Prachi Desai,"Arduino, Swift",1,No,3,Mechanical,4.64,Udemy Full Stack,Yes,76.26,53.0,Hardware Design,0
Manish Singh,"C++, PyTorch, Python, Deep Learning",2,No,4,Mechanical,4.9,Deep Learning Specialization,Yes,79.44,57.31,Software Development,1
Manish Kumar,"JavaScript, CSS, HTML, Solidity",2,Yes,3,Electrical,8.28,"IBM Data Science Professional Certificate, TensorFlow Specialization",No,57.59,74.34,Web Development,1
Karan Jain,"Selenium, Kotlin",0,No,3,ECE,5.57,AWS Cloud Practitioner,Yes,75.56,60.4,Automation,1
Kabir Nair,Spark,2,Yes,2,ECE,5.32,"Udemy Full Stack, freeCodeCamp Certificate, IBM Data Science Professional Certificate",Yes,72.45,53.36,Augmented Reality (AR) / Virtual Reality (VR),0
